i_id,s_id,data,esg_type,promise_status,promise_string,verification_timeline,evidence_status,evidence_string,evidence_quality,company,ticker,page_number,pdf_url,company_source
10031,V4000_13007,研華積極開發產品碳足跡計算系統，除協助掌握各銷售中產品的碳足跡外，亦可接軌碳定價及產品碳足跡減量策略的推進。此系統採用生命週期評估 (LCA) 方法，參考 ISO14040、ISO 14067 和 GHG Protocol 等國際標準，透過整合研華內部的原物料、供應商資訊及生產管理系統，串接外部 API，並結合 AI 技術建立各原物料的碳足跡係數庫，使系統能快速計算產品碳足跡並生成碳足跡報告，以應用於評估產品在各生命週期階段的排放量。預期於 2025 年可完成於各銷售中產品的計算，佔整體營收約 100%。,E,Yes,研華積極開發產品碳足跡計算系統，除協助掌握各銷售中產品的碳足跡外，亦可接軌碳定價及產品碳足跡減量策略的推進。此,within_2_years,Yes,系統採用生命週期評估 (LCA) 方法，參考 ISO14040、ISO 14067 和 GHG Protocol 等國際標準，透過整合研華內部的原物料、供應商資訊及生產管理系統，串接外部 API，並結合 AI 技術建立各原物料的碳足跡係數庫，,Clear,acl,2395,96,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/acl_2395_page_96.pdf,https://esg.advantech.com/zh-tw/downloads/sustainability-report
10032,V4000_37045,1.5.5 未來展望    2025 年遠傳電信將深入各項永續管理議題，期待藉由遠傳的影響力，以九大重點打造永續韌性供應鏈，並完成各項永續管理工作。    - 提升供應鏈碳盤查一級數據比例  導入最新國際指引 Pathfinder V2 設定供應鏈 Primary Data Share 及 Data Quality 評估。加強關鍵 Tier 供應商管理，提高數據收集自動化程度    - 建置供應商永續盡職調查數位評鑑儀表板  導入供應商多類別 / 永續多議題數位評鑑系統，全面監測供應鏈永續風險    - 2025 供應鏈 ESG 報告編輯  發佈新年度供應鏈永續報告書    - 供應鏈韌性能力改善  以 QCDDSS 六大面向精準輔導改善供應鏈韌性能力    - 強化供應鏈減碳作為  以永續金融 / 數位能力 / 綠能開發三大工具依供應商不同能力輔導減碳作為    - 擴大遠傳永續影響力納入關鍵三階供應鏈管理  將設備產品三階供應商納入供應鏈調查範圍，落實溯源管理    - 盤點 IFRS 採購資訊落差  配合公司導入 IFRS 永續準則專案，盤點供應鏈永續相關風險與機會    - 鑑別 ITU 產品生命終期管理符合度  因應 2026 IFRS 依 SASB 電信產業指標規劃執行 Product End of Life Management    - ISO20400 導入 SOP( 管理辦法 )  將 ISO 20400 永續採購指南導入採購標準作業流程,S;E;G,Yes,2025 年遠傳電信將深入各項永續管理議題，期待藉由遠傳的影響力，以九大重點打造永續韌性供應鏈，並完成各項永續管理工作。   ｜ 提升供應鏈碳盤查一級數據比例   ｜ 建置供應商永續盡職調查數位評鑑儀表板   ｜  2025 供應鏈 ESG 報告編輯   ｜  供應鏈韌性能力改善   ｜ 強化供應鏈減碳作為   ｜ 擴大遠傳永續影響力納入關鍵三階供應鏈管理   ｜  盤點 IFRS 採購資訊落差   ｜ 鑑別 ITU 產品生命終期管理符合度   ｜ - ISO20400 導入 SOP( 管理辦法 ),within_2_years,Yes,導入最新國際指引 Pathfinder V2 設定供應鏈 Primary Data Share 及 Data Quality 評估。加強關鍵 Tier 供應商管理，提高數據收集自動化程度     ｜ 導入供應商多類別 / 永續多議題數位評鑑系統，全面監測供應鏈永續風險   ｜ 發佈新年度供應鏈永續報告書     ｜ 以 QCDDSS 六大面向精準輔導改善供應鏈韌性能力   ｜ 以永續金融 / 數位能力 / 綠能開發三大工具依供應商不同能力輔導減碳作為   ｜ 將設備產品三階供應商納入供應鏈調查範圍，落實溯源管理   ｜ 配合公司導入 IFRS 永續準則專案，盤點供應鏈永續相關風險與機會   ｜ 因應 2026 IFRS 依 SASB 電信產業指標規劃執行 Product End of Life Management   ｜ 將 ISO 20400 永續採購指南導入採購標準作業流程,Clear,wanhai,2615,52,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/wanhai_2615_page_52.pdf,https://esg.wanhai.com/wanhai/download?d=503295611635b4bd41da85
10033,V4000_24018,個人綠生活是指個人在日常生活中所採取的一系列環保行為與選擇，旨在減少對環境的負面影響並推動可持續發展。這種生活方式強調在消費和金融決策中融入環保意識，鼓勵顧客使用責任商品，此外顧客在進行金融交易時也能夠兼顧環保理念，朝向低碳生活邁進。鼓勵透過環保產品及負責任的消費行為，來實現生活方式的持續改進，其最終目標是保護環境、促進可持續發展，透過這些具體行動，個人不僅能減少碳足跡，更能​在社會中積極傳遞綠色理念，激勵更多人投身於環保行動之中。,E,Yes,最終目標是保護環境、促進可持續發展，透過這些具體行動，個人不僅能減少碳足跡，更能​在社會中積極傳遞綠色理念，激勵更多人投身於環保行動之中。,between_2_and_5_years,No,,N/A,esfh,2884,82,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/esfh_2884_page_82.pdf,https://www.esunfhc.com/zh-tw/esg/resource-center/report
10034,V4000_52088,半導體技術不斷演進，賦能 AI 大幅改變人類生活。我們攜手全球客戶建立有意義的夥伴關係，發展永續技術藍圖，開發能源效率更高的產品，驅動美好社會。,S,Yes,我們攜手全球客戶建立有意義的夥伴關係，發展永續技術藍圖，開發能源效率更高的產品，驅動美好社會。,between_2_and_5_years,No,,N/A,tsmc,2330,22,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/tsmc_2330_page_22.pdf,https://esg.tsmc.com/zh-Hant/resources/ESG-data-hub?tab=reportbuilder
10035,V4000_63032,1971 年創立以來，台達由零組件供應商成功轉型為系統整合方案的提供者，已成為全球領先的工業品牌。現在，台達更貼近使用者的需求，致力打造以人為本、智慧、節能的整體解決方案。隨著台達逐步從工業品牌延伸涵蓋至商業品牌，我們推出三大品牌價值主張「Intelligent 智慧物聯、Sustainable 節能永續、Connecting 價值共創」，展現台達轉型企圖，並呼應未來業務發展。台達期許以科技推動永續轉型，為客戶提供智能、節能的產品與服務，串聯產業生態系，共創價值。,S;E,Yes,台達更貼近使用者的需求，致力打造以人為本、智慧、節能的整體解決方案。,between_2_and_5_years,Yes,推出三大品牌價值主張「Intelligent 智慧物聯、Sustainable 節能永續、Connecting 價值共創」，,Clear,delta,2308,15,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/delta_2308_page_15.pdf,https://esg.deltaww.com/CSR-Reports
10036,V4000_43026,中華電信致力於建立安全的工作環境，鼓勵勞工在面對危險時採取必要行動，並確保其權益受到保護。透過這些措施，提昇職場安全文化，確保每位員工的健康與安全。勞工於執行職務發現有立即發生危險之虞時，停止正在進行的工作，避免進一步危險。在確保自身安全的前提下，立即向直屬主管報告，提供具體的危險描述及相關資訊。並依法不得對實施安全退避之勞工予以不利之處分。,S,Yes,中華電信致力於建立安全的工作環境，,already,Yes,勞工於執行職務發現有立即發生危險之虞時，停止正在進行的工作，避免進一步危險。在確保自身安全的前提下，立即向直屬主管報告，提供具體的危險描述及相關資訊。並依法不得對實施安全退避之勞工予以不利之處分。,Clear,cht,2412,101,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/cht_2412_page_101.pdf,https://www.cht.com.tw/zh-tw/home/cht/esg
10037,V4000_45016,和碩以「快樂工作，幸福生活」為經營理念，期許員工以崇本務實的態度經營職場，並藉由不同的工作挑戰激發個人潛能，不斷超越自我以追求更卓越的表現。大家共同的目標為透過團隊間的合作扶持，享受工作的樂趣與價值，以達到「快樂工作、幸福生活」。為能促進對人權保障的重視及避免人權侵害事件的發生，和碩遵守相關勞動法規，並依據國際公認之基本人權原則制定相關管理政策與程序，保障員工之基本勞動人權。,S,Yes,為能促進對人權保障的重視及避免人權侵害事件的發生，和,already,Yes,和碩遵守相關勞動法規，並依據國際公認之基本人權原則制定相關管理政策與程序，保障員工之基本勞動人權。,Not Clear,pegatron,4938,41,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/pegatron_4938_page_41.pdf,https://www.sustaihub.com/reports/%E5%92%8C%E7%A2%A9%E8%81%AF%E5%90%88%E7%A7%91%E6%8A%80%E8%82%A1%E4%BB%BD%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/e7bdbbd6-7493-401d-a2a2-b39b95a19700/
10038,V4000_53024,目標設定：2022 年基於環境部要求，年碳排達 2.5 萬噸的「廠區」需做碳排盤點、驗證、申報。我盤查結果顯示其溫室氣體排放最大占比為範疇二 ( 能源間接 )，因此溫室氣體盤查小組共同討論後，決定以節能做為優先推動項目，並制定循序漸進的節電目標，期望有效降低二氧化碳排放量。,E,Yes,目標設定：2022 年基於環境部要求，年碳排達 2.5 萬噸的「廠區」需做碳排盤點、驗證、申報。,already,Yes,盤查結果顯示其溫室氣體排放最大占比為範疇二 ( 能源間接 )， ｜ 定以節能做為優先推動項目，並制定循序漸進的節電目標，期望有效降低二氧化碳排放量。,Clear,largan,3008,58,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/largan_3008_page_58.pdf,https://www.largan.com.tw/tw/esg
10039,V4000_12076,回收施測結果，除交叉比對年度差異確認成效外，另依  功能別單位展開溝通，進行每季進度追蹤，2024 年度  特定單位對應的滿意度弱項施測結果，改善幅度均高於  公司平均改善幅度，展現對策成效，另外，在全公司對  應到作業環境中提出的改善工作效率與勞逸均衡的專  案，透過進一步的工時檢視與離職原因診斷等做法，調  整工作模式，以期增加先進製程廠區的留任率。,S,Yes,回收施測結果，除交叉比對年度差異確認成效外，另依  功能別單位展開溝通，進行每季進度追蹤，,already,Yes,2024 年度  特定單位對應的滿意度弱項施測結果，改善幅度均高於  公司平均改善幅度，展現對策成效，另外，在全公司對  應到作業環境中提出的改善工作效率與勞逸均衡的專  案，透過進一步的工時檢視與離職原因診斷等做法，調  整工作模式，以期增加先進製程廠區的留任率。,Clear,umc,2303,136,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/umc_2303_page_136.pdf,https://www.umc.com/zh-TW/Download/corporate_sustainability_reports
10040,V4000_14027,本公司訂有「人權政策」及「員工服務及行為規範要點」等規章規範全體同仁，如管理階層或員工有違反行為準則之情事，將依本公司「員工獎懲要點」及「員工考核要點」規定，提報本公司顯審考核委員會，按情節輕重核予懲處並評判相應之年終考核等第，亦將影響員工年度獎酬數額，情節重大者將依相關規定終止勞動契約，以確保內部行為準則規範之有效執行。,S,Yes,以確保內部行為準則規範之有效執行。,already,Yes,人權政策」及「員工服務及行為規範要點」等 ｜ 員工獎懲要點」及「員工考核要點」規定，,Not Clear,tcfhc,5880,61,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/tcfhc_5880_page_61.pdf,https://esg.tcfhc.com.tw/report-download/
10041,V4000_64084,• 發行第 1 本 (2011) 企業社會責任報告書  • 以「公司治理」、「客戶關懷」、「員工照護」、「環境保護」及「社會參與」5 大主軸推動企業社會責任  • 以「合庫寶貝 關懷加倍」為主題持續關懷偏鄉學童,S,Yes, 以「合庫寶貝 關懷加倍」為主題持續關懷偏鄉學童,between_2_and_5_years,No,,N/A,tcfhc,5880,22,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/tcfhc_5880_page_22.pdf,https://esg.tcfhc.com.tw/report-download/
10042,V4000_64054,資安管理委員會    - 資訊安全組織架構、政策、重要章則之審議事項。  - 資訊安全風險評估之審議事項。  - 資訊安全計畫之規劃、執行情形及定期評估實施成效等審議事項。  - 執行資訊安全必要之審查，加強資訊安全管理制度運作之有效性。  - 協調督導跨部門間之各項資訊安全相關工作之執行事項。  - 海外分支機構各類資訊安全管理制度運作情形之監督管理。,G,No,,N/A,N/A,,N/A,tcfhc,5880,77,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/tcfhc_5880_page_77.pdf,https://esg.tcfhc.com.tw/report-download/
10043,V4000_53098,2024 年國巨成大共研中心持續以兩大目標發展行動規劃，於技術研發部分，將持續進行成功大學被動元件共同研發中心與科技部 Air Center 合作計畫，並於產業永續發展及 ESG 議題中尋求共同研發合作機會。另於人才招募與品牌形象建立目標，則透過多元招募活動 ( 成立重點研究領域學院、進行全球儲備幹部徵才以及校園徵才會 ) 及舉辦大型企業學術活動、建立獎學金制度等，達到品牌形象曝光。2024 年度共計與成大共研中心合作 3 項計畫案，共有 3 位教授參與計畫主持。,S,Yes,2024 年國巨成大共研中心持續以兩大目標發展行動規劃， ｜ 將持續進行成功大學被動元件共同研發中心與科技部 Air Center 合作計畫，並於產業永續發展及 ESG 議題中尋求共同研發合作機會。 ｜ 人才招募與品牌形象建立目標，,already,Yes,元招募活動 ( 成立重點研究領域學院、進行全球儲備幹部徵才以及校園徵才會 ) 及舉辦大型企業學術活動、建立獎學金制度等，達到品牌形象曝光。 ｜ 2024 年度共計與成大共研中心合作 3 項計畫案，共有 3 位教授參與計畫主持。,Clear,yageo,2327,99,https://hsxn1sjvkgtdpixe.public.blob.vercel-storage.com/yageo_2327_page_99.pdf,https://www.yageogroup.com/About/Sustainability
